MDAMB231,U87,PC3M,WM266.4,RPE,BJ,Protein,,,
-1.02487,-0.024209,-0.452917,-0.192752,-0.0769224,-0.255635,WDR61,,,
NaN,-0.333967,-0.192458,-1.13902,-0.0717258,0.0433207,FAM210A,,,
-0.90486,0.229684,-0.603423,-0.277163,0.144053,-0.621735,FADS2,,,
-0.339771,NaN,NaN,NaN,NaN,NaN,BAK1,,,
0.306204,-0.355427,-0.206022,-0.792482,-0.45463,-0.537074,ARPC5L,,,
NaN,-0.161757,0.0808992,-0.562664,-0.276381,-0.785751,OAS3,,,
-0.895176,-0.213371,-0.260775,-0.0767479,-0.233193,-0.370594,UBA3,,,
NaN,-0.219481,-0.844004,-0.374979,-0.0300465,-0.240395,REXO4,,,
NaN,-0.257593,-0.779551,-0.495735,0.0185843,-0.19572,ETFDH,,,
-0.739861,0.0479259,-0.203594,-0.510592,-0.145508,-0.500782,FLOT1,,,
NaN,-0.573184,-0.147244,-0.204599,-0.199181,-0.586741,TRMT5,,,
NaN,-0.32001,-0.185442,-0.428605,0.0771351,-0.854596,RBM15B,,,
-1.57574,-0.0445375,-0.269977,-0.160972,0.0512085,-0.0548725,NUF2,,,
NaN,-0.766516,-0.00827312,0.162157,-0.817847,-0.287325,ANKRD52,,,
NaN,-0.603683,0.222639,-0.360217,-0.337031,-0.640097,CORO2B,,,
-1.23644,-0.267403,-0.162161,-0.258845,-0.138204,-0.000202179,DMAP1,,,
-1.09032,-0.0831213,-0.278376,-0.0522509,-0.553159,-0.00737095,MRPL38,,,
NaN,-0.246432,0.0959148,-0.192058,-0.786711,-0.591363,KATNA1,,,
0.365855,-0.339503,-0.436977,-0.290209,-0.546038,-0.820339,AP2A1,,,
NaN,-0.347675,1.2758,-0.368975,-0.796493,-1.48572,S1PR3,,,
NaN,-0.200675,-0.158858,-0.650277,-0.989372,0.274177,ADGRG1,,,
-0.852609,-0.214563,-0.293872,-0.467736,-0.080265,-0.162548,UQCRFS1,,,
NaN,0.252942,-1.0763,-0.269323,0.229635,-0.869793,AGAP3,,,
-0.574131,-0.20643,-0.30856,-0.0248508,-0.137366,-0.830417,MAPK3,,,
0.263409,-0.266131,-0.738461,-0.258032,-0.42523,-0.662748,RPL9,,,
NaN,-0.633472,-0.327711,-0.438561,0.000348091,-0.340541,HNRNPCL1,,,
NaN,0.0321951,-0.36041,-0.569451,-0.0739155,-0.772855,SGCD,,,
-0.203184,-0.411466,0.150802,-0.287071,-0.677065,-0.665586,MOB3A,,,
NaN,-0.234555,-1.39171,-0.604586,-0.175916,0.657398,IGFBP4,,,
NaN,-0.162655,-0.120033,-0.587133,-0.297163,-0.584899,RPL22L1,,,
-2.29537,0.250711,-0.348422,-0.00864887,0.091465,0.206075,FAM207A,,,
NaN,-0.393421,-0.672668,-0.397499,-0.213963,-0.0780411,HACD2,,,
-0.240921,-0.321232,-0.316918,-0.486628,0.0869732,-0.833683,CD63,,,
-0.791343,-0.076951,-0.287111,-0.584982,0.0706053,-0.445514,RBM34,,,
-0.619445,-0.154828,-0.527985,-0.492083,0.169428,-0.491636,RAB11B,,,
0.425725,-0.920393,-0.13707,-0.845716,-0.199477,-0.440504,ATP6V1F,,,
-1.02652,-0.560122,0.158753,-0.11141,-0.387209,-0.191222,NUDT1,,,
-0.952723,-0.120879,-0.216164,-0.516766,-0.156156,-0.156541,GSTZ1,,,
-0.35339,NaN,NaN,NaN,NaN,NaN,UCKL1,,,
0.599862,-0.516433,-0.619922,-1.00389,-0.188272,-0.392023,NDUFS5,,,
-2.24279,-0.168756,0.251614,0.209663,-0.210133,0.0363712,IDH2,,,
-0.982056,0.076376,-0.553718,-0.063014,-0.146328,-0.457779,NT5C,,,
-0.118601,-0.582727,-0.206954,-0.0357399,-0.718242,-0.466003,PPP6R3,,,
0.102209,-0.207654,-0.272795,-0.82353,-0.549818,-0.381157,TPR,,,
-1.63011,-0.0565739,-0.241232,-0.359019,0.246918,-0.0927525,TFAM,,,
NaN,0.0201674,-0.383298,-0.802079,-0.280907,-0.331276,MRPS26,,,
NaN,-0.15806,-0.62035,-0.0513964,-0.376736,-0.572619,TPMT,,,
NaN,-0.637671,0.18685,0.33453,-0.661664,-1.00143,MED22,,,
NaN,-0.144222,-1.05872,-0.728574,0.134815,0.0116482,UTP11L,,,
-1.33486,-0.136638,-0.229189,-0.111734,-0.143257,-0.196312,ATP5B,,,
NaN,-0.318398,-0.750261,-0.170153,-0.509464,-0.0456476,MORC2,,,
-1.39771,-0.174906,-0.135195,0.315674,-0.341379,-0.424092,OAT,,,
NaN,-0.280027,-0.2275,-0.891425,-0.161126,-0.24,BRK1,,,
-1.56849,0.236309,-0.0101471,-0.365278,-0.0763683,-0.377121,MAD1L1,,,
NaN,-0.141496,-1.45987,0.185174,0.293583,-0.683583,PPP6R1,,,
0.687534,-0.542354,-0.650734,-0.670246,-0.543732,-0.45451,G3BP1,,,
NaN,0.0326385,-0.542442,-0.981077,-0.481616,0.160769,RBM23,,,
NaN,-0.333556,0.244523,-0.490867,-0.598302,-0.634804,SREK1,,,
-1.22966,0.0223331,0.23209,-0.604158,-0.226626,-0.369964,MFN1,,,
-0.980701,0.0340719,-1.02621,-0.165957,0.0164289,-0.0552826,GPRC5A,,,
-0.776402,-0.174569,-0.225338,-0.140508,-0.140384,-0.721846,IAH1,,,
NaN,0.0134497,-0.675248,-0.203572,-0.20148,-0.750989,FKBP15,,,
NaN,-0.810123,1.05564,-1.43992,-0.565626,-0.0578737,HMGN4,,,
-2.31753,-0.355833,0.277721,0.843533,-1.02207,0.391429,TMEM14C,,,
-1.04961,-0.101495,-0.420979,-0.30756,0.0710583,-0.380592,TRNT1,,,
-0.00637915,-0.452247,0.374773,-0.79299,-0.29781,-1.01601,PTRF,,,
-0.867719,-0.149339,-0.486087,-0.457645,0.106173,-0.341282,RAB1B,,,
NaN,-0.372824,-0.434568,-0.437426,-0.593751,0.00780964,PYGM,,,
NaN,-0.302476,-0.716594,-0.0532866,-0.681818,-0.0820608,ACTR3B,,,
-1.26147,-0.265025,0.138247,0.0324821,-0.546824,-0.301751,ORMDL2,,,
-1.59398,-0.130493,-0.354947,-0.112587,0.0457964,-0.060935,NHP2,,,
-0.801146,0.0364561,-0.727762,-0.325088,-0.0576687,-0.341462,CUL1,,,
NaN,-0.60911,-0.273251,-0.604018,-0.0492277,-0.316964,CTCF,,,
-0.870791,-0.304559,-0.383917,-0.68623,0.0559425,-0.0374413,SRSF1,,,
-1.50653,-0.197679,-0.467365,-0.333907,-0.0533123,0.327686,PPIL1,,,
-0.566425,-0.0546446,-0.116185,-0.538241,-0.107597,-0.85,RAB4B,,,
-2.37931,0.0767927,0.158488,0.0695639,-0.127049,-0.0336132,YTHDC2,,,
-0.485408,-0.137752,-0.740484,0.0898476,-0.340216,-0.627573,IARS,,,
-0.53437,-0.147573,-0.794132,-0.105293,-0.143976,-0.516884,PGLS,,,
NaN,-0.331389,0.0493288,-0.543506,-0.31544,-0.730826,APOL2,,,
-1.27573,-0.515349,-0.543267,-0.181788,0.171188,0.0983992,NOM1,,,
NaN,-0.151752,-0.53873,-1.0208,-0.0252495,-0.139232,ATP5SL,,,
NaN,-0.655951,0.192193,-0.220374,-0.599591,-0.592216,VASN,,,
NaN,-0.374396,-0.731307,-0.873413,-0.0552607,0.157978,TIMMDC1,,,
NaN,-0.454735,-0.041791,-0.21363,-0.837795,-0.331286,SARM1,,,
0.118432,-0.373764,-0.34886,-0.261486,-0.673764,-0.717208,ELP3,,,
-0.38568,-0.111978,-0.783611,-0.073843,-0.342598,-0.559784,MARS,,,
-0.714278,0.235217,-0.384216,-0.400439,-0.318154,-0.677632,RAB10,,,
NaN,-0.315834,0.120779,-0.239467,-0.619831,-0.83418,FNBP1L,,,
-1.13277,-0.210053,-0.415249,-0.352179,0.145276,-0.305717,GTF2H1,,,
NaN,0.00508881,0.0609846,-0.705322,-0.627002,-0.628414,SLMAP,,,
NaN,-0.0226297,0.150664,-0.373343,-0.914691,-0.736978,HSPG2,,,
NaN,-0.382835,0.761041,-1.53972,-0.350563,-0.388144,NBEAL1,,,
NaN,-0.592061,0.0983725,-0.666862,-0.586771,-0.156376,MRM1,,,
0.0233263,-0.0469646,0.378715,-0.444308,-0.701366,-1.49536,DOPEY2,,,
-0.57695,-0.0955973,-0.796092,-0.315814,-0.0486279,-0.459578,CUL2,,,
-0.710759,-0.0311899,-0.756358,-0.149618,-0.0664701,-0.578293,RAB8A,,,
-1.43509,-0.0787315,-0.423491,-0.0728769,-0.128541,-0.158396,MRPL23,,,
0.239488,-0.163939,-0.62574,-0.51498,-0.429146,-0.815704,ACSL4,,,
NaN,-0.894263,0.24223,-0.28586,-0.825451,-0.164823,ERI1,,,
NaN,-0.425232,-0.372746,0.183854,-0.188065,-1.12753,CUL7,,,
-1.89456,-0.513865,0.48978,-0.553224,-0.148977,0.303627,HMGA2,,,
NaN,-0.200936,-0.477491,0.203621,-0.668035,-0.789719,GART,,,
NaN,-0.292388,0.162589,-0.237056,-0.534803,-1.03182,,,,
-1.2519,-0.20926,-0.369238,-0.160135,0.10215,-0.432635,CPSF2,,,
NaN,-0.2454,-0.987206,0.206434,-0.497686,-0.415342,MYOC,,,
-0.206435,0.0317707,-0.251971,0.483253,-1.16032,-1.22527,MSTO1,,,
-0.62578,-0.129096,0.0376272,-0.755964,-0.279795,-0.57653,UTRN,,,
-0.952026,-0.141525,-0.292999,0.177522,-0.231804,-0.888972,PAPSS2,,,
-0.862173,-0.264296,-0.557725,-0.614286,0.0634651,-0.0954571,FAM98B,,,
0.130942,-0.479492,-0.357238,-0.513021,0.105021,-1.23386,PLEC,,,
NaN,-0.103737,-0.599215,0.454775,-0.546573,-1.16238,COL14A1,,,
NaN,-0.599401,0.28649,-0.22461,-1.01546,-0.404441,HARS2,,,
-1.64176,0.131959,-0.234183,-0.336355,-0.220179,-0.0593204,MRPS34,,,
NaN,-0.293785,-1.07995,-0.21976,-0.389785,0.0165071,ERGIC3,,,
NaN,-0.689589,0.198845,-0.54999,-0.537942,-0.3883,GINS2,,,
-0.187071,0.198903,-1.2122,0.25185,-1.47506,0.0621548,KRT18,,,
-0.555246,0.04951,-0.976336,-0.307782,0.175223,-0.746815,FDPS,,,
2.46422,-0.882863,-0.743282,-0.858579,-1.22102,-1.12429,HNRNPK,,,
NaN,0.00748158,0.209213,0.025568,-1.28814,-0.92771,FN1,,,
NaN,-0.362014,-0.521203,-0.0196838,-0.448057,-0.626406,ACP6,,,
0.0421588,-0.595479,-0.725602,-0.885178,-0.0282736,-0.184509,HNRNPA3,,,
-1.78734,0.168174,-0.320827,-0.353798,-0.0421877,-0.0410681,MRPS7,,,
NaN,-0.145957,-0.61581,-1.09621,0.174366,-0.301159,MTERF3,,,
-1.67721,-0.109015,-0.445123,-0.288208,0.0625238,0.0721302,TIMM23,,,
0.108543,-0.314872,-0.522671,-0.288954,-0.470684,-0.896999,FAM129B,,,
NaN,-0.623837,-0.310176,0.281752,-0.84711,-0.492201,LPCAT3,,,
-1.34782,-0.0959663,-0.0577908,-0.440211,-0.160964,-0.287619,SMARCA1,,,
NaN,0.143312,-0.951636,-0.14256,-0.801709,-0.242991,BUB1B,,,
1.14939,-0.565084,-0.796313,-0.863567,-0.857036,-0.462735,GTPBP10,,,
NaN,-0.498228,-0.258228,-1.05568,0.011549,-0.198441,FDFT1,,,
-1.16914,-0.0955067,-0.703241,-0.0762615,-0.377834,0.0218687,SUPV3L1,,,
0.128213,-0.268111,-0.831738,-0.685915,-0.263378,-0.47963,TOMM70A,,,
NaN,0.14661,-0.598686,-0.350271,-0.195405,-1.00432,ZDHHC20,,,
-1.05932,-0.642563,0.315083,-0.168239,-0.400045,-0.447626,ARL1,,,
-1.37385,0.271533,-0.0506105,0.0565395,-1.69088,0.384008,ME3,,,
-0.0410968,-0.267417,-0.842825,-0.297298,-0.264637,-0.69385,PSMD12,,,
0.114003,-0.313932,-0.313757,-0.517097,-0.321625,-1.05492,DNAJC10,,,
NaN,-0.710631,0.30018,-0.101749,-1.20619,-0.292975,,,,
-1.08236,-0.211059,-0.312933,-0.287994,-0.114656,-0.406263,IGF2R,,,
-0.300621,-0.19509,0.0615711,-0.357637,-0.760846,-0.862713,FAM160B1,,,
NaN,-0.423619,0.108494,0.339426,-1.48792,-0.549865,C5orf22,,,
-1.04849,-0.252974,-0.277025,-0.485728,-0.155035,-0.200062,SEC63,,,
0.191428,-0.287635,-0.722143,-0.264105,-0.371483,-0.968246,AP2B1,,,
NaN,-0.367279,-0.729269,-0.702108,-0.0578127,-0.165698,RRP15,,,
NaN,-0.642148,-0.115588,-0.594354,-0.483617,-0.19109,SCAF11,,,
NaN,-0.39527,-0.688582,-0.780442,0.0539007,-0.218911,DNTTIP2,,,
-1.90926,-0.0964069,-0.311989,-0.110532,0.0397129,-0.0583305,THOC6,,,
NaN,-0.577215,-0.0180912,-0.318448,-0.63375,-0.491968,NFYC,,,
-0.408024,NaN,NaN,NaN,NaN,NaN,SERPINB9,,,
-1.86714,-0.108211,-0.390315,0.115084,-0.10286,-0.0983849,BOP1,,,
NaN,-0.320274,0.0524139,-0.778517,-0.868492,-0.13271,GNPTG,,,
NaN,-0.372768,-1.07306,-0.269238,-0.696639,0.362226,ID1,,,
NaN,0.00614071,-0.578516,-0.405287,-0.182057,-0.89303,PLSCR1,,,
NaN,-0.0420218,-0.361485,-0.460258,-0.377853,-0.811892,DECR2,,,
NaN,-0.152855,-0.462057,-0.184441,-0.458601,-0.797994,VPS16,,,
0.328203,-0.505719,-0.745234,-0.867068,-0.140559,-0.537637,EMC2,,,
NaN,-0.176965,-0.328922,-0.101232,-0.717659,-0.733889,PARP14,,,
-0.412156,NaN,NaN,NaN,NaN,NaN,IFITM2,,,
-1.14578,-0.244471,-0.0760908,-0.186643,-0.380925,-0.441282,SCAF8,,,
-0.226462,-0.176294,-1.04239,-0.418509,-0.0750628,-0.540106,RPL26L1,,,
0.225515,-0.172492,-1.27721,-0.566725,-0.255459,-0.433334,TFRC,,,
-1.28802,-0.223609,-0.363367,-0.506466,-0.0786266,-0.0257626,THRAP3,,,
-1.45673,-0.0175753,-0.39804,-0.39025,-0.077816,-0.150287,MRPL48,,,
-0.118441,-0.934251,0.0598984,-0.654539,-0.493118,-0.356977,ARF4,,,
NaN,-0.199668,0.254799,-0.33346,-1.17492,-0.633976,WIPI2,,,
NaN,-0.163043,-0.539524,-0.91241,-0.230328,-0.242724,WDR33,,,
NaN,-0.412052,0.0694752,-0.491186,-1.06468,-0.190094,C10orf118,,,
-1.64742,-0.225212,-0.536689,-0.249406,0.0553999,0.0969267,HDAC1,,,
NaN,-0.574634,-0.171062,-0.904899,-0.474045,0.0294781,MPHOSPH8,,,
-0.199246,-0.203481,-0.890911,-0.241785,-0.212603,-0.767807,KPNB1,,,
-0.295099,0.312407,-1.76778,0.157742,-0.0100021,-0.913441,EPG5,,,
-1.54641,0.175358,-0.299107,-0.780168,0.0901613,-0.156172,VTI1B,,,
NaN,-0.265191,-0.431106,-0.104068,-0.555651,-0.747366,PANX1,,,
-0.207687,-0.124834,-1.02087,-0.48137,-0.0958538,-0.595449,SCAMP3,,,
-0.898495,-0.22465,-0.521918,-0.657112,0.0415945,-0.265533,BCAP29,,,
NaN,0.040431,-1.50991,-0.15644,0.0205908,-0.502376,ABHD16A,,,
NaN,-0.502233,0.0134096,0.137632,-1.55938,-0.198343,COL8A1,,,
-1.78693,-0.190326,-0.114465,-0.284447,-0.103333,-0.0521269,PLRG1,,,
NaN,-0.477307,0.155047,-1.14283,0.309947,-0.954782,ACSS3,,,
NaN,-0.33775,-0.156584,-0.872591,-0.445306,-0.302476,BCL2L13,,,
-0.520981,-0.219695,-0.602342,-0.927114,-0.186606,-0.083065,UTP14A,,,
-1.00527,0.0624838,-0.179748,-0.331858,-0.365932,-0.722262,ATP5C1,,,
-1.62598,-0.0763865,-0.371341,-0.429415,0.0388126,-0.0811348,SMC3,,,
0.807456,-0.658639,-1.15539,-0.816009,-0.023036,-0.701368,CEP55,,,
NaN,0.138474,-1.03433,-1.13724,-0.114758,0.023838,KIF21A,,,
-0.856522,-0.273103,-0.0875645,-0.355818,-0.238055,-0.738256,PNPLA6,,,
NaN,-1.13613,-0.322167,-0.142207,-0.463532,-0.0644293,SMARCAD1,,,
0.100288,-0.340537,-0.487099,-0.541651,-0.304115,-0.983664,PLEC,,,
NaN,-0.205286,-0.418372,-0.897631,-0.384068,-0.225324,HERC2,,,
NaN,0.257525,-0.713193,-0.6986,-0.612353,-0.364118,COL7A1,,,
-0.978106,-0.30443,-0.0217638,-0.463702,-0.034667,-0.757795,REEP5,,,
NaN,-0.0583887,0.0206223,-0.329751,-1.06176,-0.706017,RASA2,,,
NaN,-0.0674372,-0.115497,0.233246,-1.6215,-0.564367,ARHGEF11,,,
-0.767074,-0.450359,-0.865138,-0.627294,0.190849,-0.0466433,AIFM2,,,
NaN,-0.371315,-0.248289,-0.463612,-0.211167,-0.844765,PAK1,,,
-0.562014,-0.219495,-1.15001,-0.325217,0.0787354,-0.395498,CMBL,,,
-1.37419,-0.0666151,-0.751118,-0.229924,-0.182994,0.0312891,NUP214,,,
NaN,-0.608226,-0.146829,0.115927,-1.0984,-0.407469,ABCE1,,,
NaN,-0.789341,-0.545989,-0.421967,-0.177858,-0.210096,TM9SF4,,,
NaN,-0.0997715,-1.01384,-0.295784,0.105967,-0.844187,SERINC1,,,
-1.12719,-0.337952,-0.0455809,-0.538462,-0.188591,-0.340351,RAB43,,,
NaN,-0.459325,-0.809166,0.489893,-1.08557,-0.28905,CAPN1,,,
-1.0322,-0.309968,-0.628951,-0.0527706,-0.248321,-0.31952,TRIP12,,,
NaN,-0.463032,-0.696659,0.116273,-0.62814,-0.488758,MALT1,,,
NaN,0.0311918,-0.928946,-0.342518,0.0688877,-0.989222,CCDC132,,,
-1.34939,-0.219758,-0.359603,-0.338502,-0.177076,-0.148507,NUP85,,,
-0.720285,0.0282068,-0.222689,-0.78041,-0.224866,-0.673351,RETSAT,,,
1.01138,-0.71098,-0.722438,-1.39427,-0.646104,-0.131589,SNRPC,,,
-0.432511,NaN,NaN,NaN,NaN,NaN,RBM4B,,,
-1.06582,-0.384192,-0.0946512,-0.580523,-0.354458,-0.117117,MAGT1,,,
-1.34563,-0.0761356,-0.271005,-0.328493,-0.179695,-0.397223,GADD45GIP1,,,
0.111479,-0.419284,-0.798132,-0.633098,-0.368372,-0.495606,TFB1M,,,
0.745587,-0.758298,-0.512838,-1.05156,-0.401632,-0.625669,HNRNPDL,,,
-0.516249,-0.679452,0.110038,-0.626934,-0.645231,-0.247176,LSS,,,
NaN,-0.287782,-0.0612793,-0.506924,-1.12391,-0.1914,BLOC1S6,,,
-0.892632,-0.324451,-0.475224,-0.00115013,-0.156393,-0.764952,ELMOD2,,,
-0.0846215,-0.139613,-0.906228,-0.216944,-0.122377,-1.14978,TUBB,,,
-0.0139939,-0.598651,-0.856095,-0.709049,-0.165366,-0.279525,ZC3H11A,,,
NaN,-0.39766,-0.877491,-0.684339,0.116436,-0.346416,TAF9,,,
NaN,-0.557805,0.0678749,-0.628149,-0.579429,-0.492678,TRMT1L,,,
NaN,-0.660692,0.0640793,-0.0450668,-0.633388,-0.915865,GLT8D1,,,
0.683921,-0.555371,-0.605132,-0.742421,-0.83677,-0.58295,NUP133,,,
-1.11475,0.0617466,-0.336647,-0.482496,-0.463098,-0.307738,PEX14,,,
NaN,-0.0731144,-0.373593,-0.549494,-0.266126,-0.955847,CCNY,,,
-1.02076,-0.457663,0.0671387,-0.437325,-0.270288,-0.544024,PIGS,,,
-0.412969,0.190301,-0.348186,-0.308641,-0.761179,-1.02642,TAP2,,,
NaN,-0.570099,-0.0743227,-0.34606,-0.879729,-0.353613,C9orf89,,,
NaN,-0.380499,NaN,-0.145179,-0.855489,-0.399018,MYPN,,,
-1.76741,-0.430988,-0.425571,-0.515816,0.217522,0.245941,KRI1,,,
-1.05815,-0.400981,-0.553935,-0.0273733,-0.314147,-0.324142,ALG2,,,
0.189067,-0.70091,0.0556555,-0.294414,-0.809255,-1.12339,GSTM2,,,
-0.0309134,-0.485836,-0.938611,-0.546117,-0.136197,-0.546367,HSPBP1,,,
NaN,-0.7434,-0.996935,-1.07348,0.349621,0.22744,POLR1E,,,
-0.57815,-0.409822,-0.368732,-0.158956,-1.014,-0.154765,Em:AP000351.3,,,
-0.418988,-0.514371,0.0516882,-0.582945,-0.195855,-1.0258,PRKCDBP,,,
-1.02329,-0.183008,-0.3148,-0.209793,-0.21917,-0.73891,PGM2,,,
NaN,-0.754017,0.0645504,-0.507751,-0.41896,-0.624663,MTMR6,,,
-0.944482,-0.403924,-0.442516,0.038394,-0.624262,-0.314178,ADK,,,
-1.06366,-0.189969,-0.181303,-0.375206,-0.554804,-0.333616,ALDH18A1,,,
-0.972622,-0.0546398,-0.406227,-0.579914,-0.0607328,-0.62737,ARL8B,,,
-1.77328,-0.0285711,-0.433575,-0.237537,-0.073947,-0.155621,AKAP8,,,
-1.17766,-0.312734,-0.447674,-0.430643,-0.19468,-0.147953,NPC1,,,
NaN,-0.0210381,-0.621264,-0.319567,-0.448279,-0.851874,CCNYL1,,,
-1.67724,-0.0145264,0.314413,-0.460808,-0.497002,-0.381365,QPCTL,,,
-1.95943,-0.337515,-0.16628,-0.736591,0.181807,0.286975,BCLAF1,,,
0.151953,-0.661092,-0.180796,-0.45383,-0.339252,-1.25006,TUBB3,,,
-0.763849,-0.329975,-0.119553,-0.966384,-0.32421,-0.233473,PAF1,,,
NaN,-0.349125,-1.04483,-1.03732,0.142253,0.00635338,GPATCH4,,,
-2.04668,-0.36627,-0.127799,-0.445238,-0.102698,0.341748,MKI67,,,
NaN,-0.440771,-0.803281,-0.807101,-0.151564,-0.0870609,ZNF66,,,
-1.03011,-0.0894651,-0.794714,-0.640501,-0.0788746,-0.12268,TIMM44,,,
0.0910591,-0.12575,-0.594755,-0.785359,-0.565431,-0.776746,VPS37A,,,
NaN,0.276942,-1.38025,-0.628754,-0.301129,-0.268526,SLC38A1,,,
NaN,-0.00113773,0.221725,-1.31281,-0.905667,-0.310632,SEC61A2,,,
-1.81588,-0.0821753,-0.357956,-0.658858,0.135087,0.00727463,UTP15,,,
0.214495,-0.644383,-0.453582,-0.674896,-0.999754,-0.215083,DNAJC1,,,
-0.948314,-0.263316,0.121512,-0.958949,-0.315561,-0.411617,CPD,,,
-1.30953,-0.187284,-0.423984,-0.518333,-0.24826,-0.0909138,AGPAT5,,,
-1.18029,-0.114252,-0.359918,-0.531196,-0.0898142,-0.506658,XAB2,,,
NaN,-0.300673,-1.09171,-0.478899,-0.661198,0.206527,MED8,,,
-1.95237,0.0471258,-0.220307,-0.626638,0.333967,-0.373977,RBBP5,,,
NaN,-0.181577,-0.190556,-0.906577,-0.248017,-0.801167,TRHDE,,,
NaN,-0.575171,0.183815,-0.540151,-0.898067,-0.499617,DENND5B,,,
NaN,-0.83953,0.0907536,-0.357013,-0.690828,-0.532973,ACTR6,,,
NaN,-0.217644,-0.182685,-0.776345,-0.964787,-0.200214,TSPAN14,,,
-0.282123,-0.263126,-0.39573,-0.096014,-0.64514,-1.12943,HERC4,,,
-1.06004,-0.111066,-0.283716,-0.783786,-0.279053,-0.295948,MRPS22,,,
NaN,-0.248896,0.117951,-0.95802,-0.599462,-0.660319,DDX54,,,
NaN,-0.505462,-0.87099,-0.629612,0.0569754,-0.404589,MTX1,,,
-1.75513,0.0307093,0.482533,-0.689021,-0.328821,-0.568923,KIF4A,,,
-1.20025,-0.0965281,0.0487909,-0.379857,-0.632663,-0.57937,MAVS,,,
NaN,-0.0620699,-0.255495,-0.949115,-0.435633,-0.675269,AGPAT3,,,
-0.0148845,-0.818514,-0.328401,-1.10787,-0.399778,-0.186725,CIRBP,,,
0.0543247,0.111273,-0.993735,-0.142765,-1.30302,-0.584764,SCYL2,,,
-1.41655,-0.214097,0.125131,-0.522669,-0.298364,-0.541307,CYB5R1,,,
-1.3266,-0.102605,-0.381973,-0.524395,-0.233604,-0.299413,PDHA1,,,
-2.65437,0.00773811,-0.331964,0.105532,0.185322,-0.181902,PPP2R5E,,,
-1.63688,-0.431661,0.178852,-0.401766,-0.319426,-0.265736,SUPT16H,,,
-1.19174,-0.485333,-0.208786,-0.286109,-0.335573,-0.370646,GSTK1,,,
NaN,-0.0636578,0.106276,-0.504644,-0.822109,-1.11581,TUBGCP5,,,
-1.24216,-0.343072,-0.267729,-0.555128,-0.331031,-0.140943,PYCR2,,,
NaN,0.260982,-0.72051,-0.646325,-0.189982,-1.10881,CDH11,,,
NaN,-0.204695,-1.31202,-0.0725088,-0.0363903,-0.780109,PGM5,,,
NaN,-0.121425,-0.512423,-0.435875,-0.425262,-0.918607,PIK3C3,,,
-1.63989,-0.0655651,-0.258,-0.81163,-0.197014,0.0732126,ME2,,,
-1.33058,-0.350231,-0.670815,-0.479147,0.0661221,-0.136393,CYB5B,,,
NaN,0.521938,0.0280809,-0.398509,-0.661907,-1.91153,SZT2,,,
-2.00725,0.554325,-0.662233,-0.578976,-0.227142,0.0135193,TMEM126A,,,
NaN,-0.180413,-1.13919,0.0860806,-0.193999,-0.996808,CCBL1,,,
-1.88589,-0.235279,0.0704422,-0.247164,-0.293924,-0.340564,ACBD5,,,
-0.489922,NaN,NaN,NaN,NaN,NaN,CCDC88C,,,
NaN,-0.209397,-0.608606,-0.609094,-0.180811,-0.842478,RPL36AL,,,
NaN,-0.19687,-0.969161,-0.780713,-0.137714,-0.366554,SRFBP1,,,
-1.86872,-0.66005,0.359924,-0.464464,0.136125,-0.446573,ERCC2,,,
-2.06023,-1.07184,0.317364,-1.27952,0.397202,0.751221,GOSR1,,,
-1.63471,-0.376515,-0.41487,-0.395802,-0.0211172,-0.114539,LYAR,,,
NaN,-0.515203,-1.01162,-0.770231,0.0387087,-0.206777,MBD3,,,
0.259591,-0.496767,-0.99687,-0.850188,-0.225027,-0.661498,SRSF9,,,
-1.30211,-0.262695,-0.542071,-0.400672,-0.212372,-0.267006,SKIV2L2,,,
NaN,-0.615389,-1.93292,-0.302941,-0.00106049,0.359725,LENG8,,,
-2.40953,-0.00374508,-0.0637741,0.193027,-0.466528,-0.24172,VMA21,,,
NaN,-1.00059,-0.0167093,-0.257138,NaN,-0.722494,TFAP4,,,
-1.98397,-0.28393,-0.124485,-0.339859,-0.0187445,-0.244519,SIN3A,,,
0.148852,-0.622941,-0.911337,-0.642848,-0.58948,-0.382971,ALDH3A2,,,
-1.48475,-0.248084,-0.421556,-0.145525,-0.361052,-0.34173,IARS2,,,
-2.5077,-0.165537,0.425801,-0.21713,-0.491752,-0.0509119,SUN2,,,
-1.29119,-0.234766,-0.445654,-0.203804,-0.399603,-0.437585,MRPL9,,,
NaN,-0.373746,0.0530796,-0.922956,-0.411873,-0.866902,L2HGDH,,,
NaN,-0.872424,NaN,NaN,-0.203375,-0.437923,,,,
0.0214978,-0.59774,-0.939442,-0.92665,-0.365873,-0.233665,PPP1R10,,,
NaN,-0.202477,-1.16523,-0.82688,-0.401873,0.0560026,AATF,,,
-1.3282,-0.253247,-0.543642,-0.138363,-0.388651,-0.402092,SHMT2,,,
-2.11873,-0.802469,-0.585692,0.323276,-0.350957,0.477983,OCIAD2,,,
NaN,-1.19818,-0.01964,0.346779,-1.56832,-0.128176,RPAP2,,,
NaN,0.19401,-1.07649,-0.496015,-0.53009,-0.6591,INPP4B,,,
-1.25213,-0.48636,-0.460711,-0.338629,-0.266767,-0.279404,RACGAP1,,,
NaN,-0.288651,-0.00703526,-0.702566,-0.902492,-0.68217,MED19,,,
NaN,-0.268098,-1.26403,-0.0480661,-0.518787,-0.487084,GTF2H4,,,
