Log2 (prot/body) MDAMB231*,Log2 (prot/body) U87,Log2 (prot/body) PC3M,Log2 (prot/body) WM266.4,Log2 (prot/body) RPE,Log2 (prot/body) BJ, Gene name,,,
NaN,NaN,-0.483311,NaN,NaN,NaN,ZBTB26,,,
NaN,0.555302,NaN,0.915565,0.374335,NaN,CDK5R2,,,
NaN,-0.308725,-0.110188,NaN,-0.824853,-1.52668,DSEL,,,
-0.302035,-0.804901,-1.01929,0.0317578,-0.0824022,0.328265,POLR1C,,,
-0.653695,-0.559582,-0.713132,-2.0079,0.268256,-0.163394,ASXH1,,,
0.77737,0.822783,-0.164489,0.804861,1.14199,-1.48623,ZNF562,,,
-0.32447,0.0417244,0.476291,-0.488667,0.462275,1.0021,ZNF318,,,
-0.907642,-1.69479,-1.60431,0.319357,0.0222955,0.836606,ZNF561,,,
-0.990515,-0.314654,-0.452527,0.585682,0.3191,-0.108395,WIPF2,,,
NaN,-3.81626,NaN,NaN,NaN,NaN,HOPX,,,
-0.142922,1.02923,-2.27997,-0.805281,-0.937063,-0.534232,LRRC8C,,,
1.42932,-0.928516,0.23055,0.142434,-0.132018,-0.325762,RSL1D1,,,
-0.253437,3.46219,-0.756404,-0.406364,-0.777406,-0.79084,LRRC8D,,,
2.57175,-0.938513,-0.49288,0.181298,0.412481,0.221517,PPID,,,
NaN,NaN,NaN,2.82245,NaN,NaN,COL24A1,,,
0.273608,-0.0411561,-1.00384,1.3155,-2.09374,1.23738,ETFDH,,,
NaN,NaN,-0.389195,-0.364543,NaN,NaN,LPAR3,,,
-1.17928,0.0792739,NaN,-2.30109,NaN,-1.44837,PTGER4,,,
2.76995,-0.0199945,-0.592123,0.792372,0.528799,0.0455699,TBCA,,,
-0.307395,0.417799,NaN,NaN,NaN,0.669052,MAP6,,,
-0.0356853,1.16674,0.91851,0.579961,0.683242,0.368867,BCL2L1,,,
0.187765,0.414523,0.447344,-1.03764,0.420425,0.313555,PLRG1,,,
-0.394057,-1.46634,-0.661819,2.69847,0.870292,NaN,ZNF584,,,
-1.09317,-2.10005,-1.19719,-3.87718,-2.58573,-1.89748,CLSTN1,,,
-1.59694,-0.189243,-0.512183,-0.131484,-0.325244,-0.26435,CXXC5,,,
-0.719842,NaN,-0.403773,NaN,NaN,2.50817,ZNF274,,,
-0.925287,-0.216073,NaN,0.164924,0.950736,-0.169799,PIK3CD,,,
1.25037,-2.4302,-0.265107,-1.4822,-2.88657,-1.1383,SLC25A33,,,
0.281817,-1.4609,-0.126461,-1.33346,-0.139107,-0.349807,ENC1,,,
-1.04372,-1.77812,-0.108179,-0.79844,-0.314133,-0.724952,SPSB1,,,
-0.42708,NaN,NaN,NaN,1.02641,NaN,P2RY6,,,
0.521353,0.171772,0.228507,1.06708,0.536969,0.80191,BPTF,,,
NaN,0.913756,0.46941,NaN,0.0860205,0.282773,PLEKHG5,,,
-1.41788,-0.86206,-1.01934,0.826297,0.227244,0.121499,ATF7IP,,,
-2.21859,-1.61462,1.67423,-0.0469611,1.29379,-1.33095,RGS19,,,
-1.61588,1.83578,0.318086,-1.6099,-0.399021,0.482842,TCEA2,,,
-0.57337,0.329603,-0.260015,0.143781,0.027914,0.0818791,HDAC3,,,
-0.205005,0.905245,-1.71809,-0.0512686,0.592758,3.54258,GPHN,,,
NaN,0.563148,NaN,NaN,NaN,-2.28269,VAT1L,,,
-1.31405,-0.4714,-0.582109,-2.54387,-0.762565,-1.9238,TMEM51,,,
NaN,1.08801,0.60023,0.888797,1.41288,-0.797266,CAMTA1,,,
NaN,NaN,0.67423,NaN,NaN,NaN,LGALS4,,,
NaN,-0.336416,NaN,-0.352924,NaN,NaN,LRRC34,,,
-0.779897,-1.02966,-1.073,NaN,NaN,0.34409,SPATA5L1,,,
-1.53385,-0.0158546,-0.910732,-1.49947,NaN,1.95762,BCL2,,,
0.451023,0.467171,-0.662805,-0.732134,0.411108,-0.456722,RHNO1,,,
-0.27611,0.184627,-0.0694299,-0.560355,0.101265,-0.327781,CTPS1,,,
1.14989,-2.9015,0.407444,NaN,1.2488,1.69459,METTL18,,,
NaN,NaN,NaN,NaN,2.54836,NaN,CFAP46,,,
NaN,NaN,NaN,NaN,NaN,1.24289,COL8A2,,,
-2.69111,-0.64779,-0.55926,0.368077,0.455255,1.29807,PWWP2B,,,
NaN,NaN,NaN,NaN,NaN,2.69459,ZNF540,,,
-1.92945,NaN,NaN,NaN,NaN,0.939699,FBXL14,,,
-0.171475,-1.09843,-0.113299,-0.870311,-0.307943,0.770823,EXOSC10,,,
NaN,NaN,NaN,-0.543867,-0.866673,0.171025,ZNF570,,,
0.0389375,NaN,-1.20841,0.449901,-0.480491,-0.411613,MLLT3,,,
0.17366,-0.325935,-0.139618,0.196086,0.276183,0.676665,RRM2,,,
-0.38841,-0.398628,0.695292,-1.31823,1.13333,0.0607152,TRAPPC12,,,
0.223033,-0.380158,-1.23266,NaN,0.043129,NaN,RNMTL1,,,
0.771735,0.357119,0.67423,-0.326022,0.374335,0.188932,PTEN,,,
2.15008,0.117494,0.00577307,0.992138,-0.880479,-0.315181,RNASEH1,,,
-1.53613,-2.24689,-0.572349,-2.6901,-3.18475,-2.16486,PRNP,,,
NaN,-0.39961,0.188803,NaN,1.51184,NaN,KLF17,,,
NaN,NaN,NaN,NaN,NaN,1.10962,ADRA1D,,,
-0.312118,0.265301,NaN,0.631771,NaN,NaN,FRMD5,,,
-0.6168,0.777695,2.53673,0.376538,0.697825,-0.652216,TLN2,,,
1.17333,-1.47327,-0.647698,-1.73213,NaN,NaN,TVP23B,,,
-0.965898,-1.3858,-1.43619,-1.73213,0.1113,-0.783461,ZNF217,,,
0.843035,-0.0841081,0.188803,-0.454054,-0.0450106,-4.1665,SRGAP2C,,,
NaN,NaN,NaN,NaN,-3.0565,NaN,SCG2,,,
-0.103347,0.270241,0.499144,1.18737,-1.0366,-1.17578,ATPAF2,,,
0.344813,0.016494,-0.356532,0.297435,0.618753,-0.449803,PPIH,,,
-0.25789,NaN,-4.4957,NaN,NaN,NaN,ZNF57,,,
0.214445,NaN,1.4112,3.82245,NaN,NaN,C20orf196,,,
0.0291175,-0.0137188,0.0692024,-2.093,-0.284899,0.813007,JMJD1C,,,
-0.473902,2.28892,1.99616,1.69317,-0.474356,0.726767,SYNPO,,,
NaN,NaN,-3.23266,NaN,1.65689,0.109624,ZNF554,,,
NaN,-0.210232,0.799761,1.26349,-0.674028,0.629632,RAB33B,,,
-1.30914,-0.43218,0.616802,-0.681676,0.658788,1.64622,THOP1,,,
NaN,-0.486964,NaN,NaN,NaN,-1.79727,GAP43,,,
-0.311325,NaN,-0.32577,NaN,NaN,NaN,EPHX4,,,
-1.73151,NaN,-0.151741,-4.26766,NaN,-1.23754,LAMB2,,,
-0.962205,-0.852122,-0.720211,-1.27708,-2.29963,-0.336632,USP19,,,
-1.18628,-0.252053,-0.111872,0.843971,-0.0311675,0.234098,QARS,,,
-0.401977,-0.835837,0.485196,-1.57748,-0.840987,0.18227,ORMDL3,,,
-0.183172,NaN,-0.346234,-1.08444,1.37618,-2.0802,KLF11,,,
NaN,-2.15777,NaN,NaN,NaN,NaN,LRRC15,,,
NaN,0.181236,0.621763,NaN,NaN,2.73766,SMN1,,SMN2,
-0.0894,-2.53662,-1.41323,-3.44068,-1.41847,0.0589981,EIF2AK3,,,
-0.0873,-0.714928,0.854802,NaN,0.43589,NaN,MOB3A,,,
0.669,0.194855,-0.966228,-0.734378,0.5669,0.883455,KRCC1,,,
0.389057,NaN,0.0043788,-0.114183,-2.45164,NaN,NME6,,,
1.1665,0.713104,0.327035,0.345745,0.30641,-0.0256357,CYCS,,,
1.19128,1.68713,NaN,0.0885496,-0.3521,-0.923799,SLFN12,,,
0.195972,-0.103661,NaN,6.25541,NaN,NaN,CALB2,,,
-0.0909551,NaN,-0.696457,1.50053,NaN,4.43155,FRMD3,,,
0.358088,-0.334515,-0.19084,0.23279,0.0391111,-0.604072,SNTB1,,,
0.5335,NaN,-3.4957,NaN,NaN,NaN,MTBP,,,
0.92828,0.292268,-0.513397,1.12856,-0.336159,NaN,TEFM,,,
0.627537,-0.703327,-0.130071,1.01734,-0.0913043,0.54484,MRPL13,,,
0.564645,1.95016,-0.187064,-1.12042,-0.198517,-2.14776,MALT1,,,
-0.149022,NaN,0.862207,NaN,1.13333,-1.69773,ISG20,,,
NaN,NaN,NaN,-0.112725,NaN,-0.475338,ID4,,,
-1.56483,-0.0104215,-0.0439992,-0.063374,-0.54804,-0.105155,CEBPB,,,
-0.110963,0.542246,2.30226,NaN,0.93807,-1.44496,PAIP1,,,
1.36019,0.53738,2.78971,NaN,-1.02421,3.16548,NEGR1,,,
0.887218,-0.377584,-0.798942,0.569789,-0.364632,-0.102427,ZNF131,,,
NaN,NaN,0.67423,-0.0844356,NaN,NaN,MACROD2,,,
-0.92198,-0.499145,-0.215892,NaN,-1.71216,-1.28893,DPAGT1,,,
-0.628305,-2.46262,-0.378511,-2.37646,-1.78094,-2.29694,BSG,,,
-0.611187,NaN,1.1288,NaN,NaN,-0.890376,HINFP,,,
0.17736,-3.07697,-1.59349,-1.75648,-1.4589,-1.9859,CERS6,,,
1.04044,-1.70257,NaN,NaN,-1.45164,NaN,SPTLC3,,,
0.35323,0.537809,-0.590012,0.853612,0.32658,0.123894,COPRS,,,
0.961347,-0.524642,-0.317258,0.165832,-0.431026,1.76062,TP53RK,,,
NaN,NaN,-3.13312,NaN,NaN,NaN,B3GALT1,,,
0.383,0.543806,0.438602,-0.868012,0.793251,0.494915,BPGM,,,
-0.174585,0.834547,-0.638525,0.405525,0.74945,-0.186072,POP7,,,
0.119067,NaN,0.915238,NaN,NaN,1.06523,ALG14,,,
1.54928,0.288287,-0.160432,-0.227261,-0.550874,0.144631,SUCLG2,,,
NaN,-2.51509,NaN,NaN,NaN,NaN,STARD5,,,
NaN,NaN,NaN,NaN,-0.451636,3.52466,CSDC2,,,
NaN,NaN,0.937264,NaN,NaN,NaN,RCAN2,,,
-1.52823,-1.11566,-0.270516,-0.0633912,0.954433,0.164135,GNB2,,,
NaN,NaN,NaN,NaN,0.910934,NaN,CFAP53,,,
0.196138,-0.292695,0.654192,0.178599,1.74714,0.327625,FAM195A,,,
-2.68305,-2.87766,-0.925683,-0.275801,-3.85373,-0.420891,C2CD2L,,,
-1.15533,0.750807,NaN,0.470082,-0.305717,-0.455973,ARNT2,,,
0.973705,0.572375,0.607539,0.171579,0.2546,0.250801,GNG12,,,
NaN,NaN,NaN,NaN,0.133327,NaN,PRSS27,,,
NaN,NaN,NaN,NaN,-1.33616,-2.38863,SYNPO2,,,
-0.823212,-0.501281,-0.122236,-0.88904,-4.91107,NaN,CLP1,,,
2.22718,0.450497,0.44429,0.672479,0.506851,1.53796,MYEOV2,,,
-1.37922,-4.2927,0.648993,0.111485,-3.74114,-0.821113,GTPBP2,,,
NaN,-0.107139,-0.910733,1.98165,-2.05932,NaN,FGGY,,,
NaN,-1.70773,NaN,-0.236439,NaN,NaN,IL17D,,,
0.894463,-1.62768,-0.167072,0.182165,-1.25572,0.212194,TCEAL1,,,
0.192768,-0.30515,-0.458096,-0.284863,0.351346,0.70264,ZNF24,,,
NaN,-1.78144,-0.0482359,NaN,NaN,NaN,MANEA,,,
0.996448,-0.351588,-0.480098,-0.111657,-1.18033,-0.797266,AFF1,,,
0.355395,0.916977,-0.144529,-0.39819,1.5312,-0.00585318,FIBP,,,
-0.767433,-1.54645,-0.858265,-1.62876,-0.747092,-0.0354257,BANP,,,
NaN,0.329575,0.282277,-0.522513,1.02251,0.245747,PPP1CA,,,
-1.98261,0.265467,0.606059,0.0911355,-0.356639,-0.244012,HCFC1,,,
NaN,NaN,NaN,NaN,-0.751196,NaN,NIPAL4,,,
1.30797,-0.145468,-0.0386786,-0.704587,0.726557,-0.30307,CHCHD1,,,
0.856085,0.756509,-0.0477509,-0.181664,-0.00739861,0.427595,MRPL52,,,
0.85549,NaN,0.259192,-1.32955,-0.544745,NaN,SMPDL3A,,,
-2.16136,NaN,0.295718,NaN,NaN,NaN,RND1,,,
NaN,-3.15068,0.67423,NaN,-4.77356,NaN,RAD9A,,,
-2.60307,0.0116985,NaN,1.07784,-0.838659,-0.41444,EFEMP2,,,
NaN,-0.221142,0.228819,NaN,-1.65327,0.571204,FAM21C,,,
-0.623685,1.62713,0.864862,1.45501,1.06621,0.392024,TMEM134,,,
0.55027,0.0308268,1.53969,0.875013,-0.0639753,-0.176263,ZMAT3,,,
0.773655,NaN,-0.218855,NaN,NaN,NaN,ZFAND4,,,
NaN,NaN,-0.0627354,0.205071,2.85579,NaN,ZNF738,,,
NaN,-1.39961,NaN,-0.309728,NaN,-1.70707,SLFN11,,,
-1.23829,0.395772,0.86589,-2.85243,-0.0770931,0.0704856,CORO1B,,,
0.81578,NaN,0.384723,1.45613,1.1708,NaN,FUT10,,,
-0.747783,0.759773,1.42425,NaN,-0.51053,0.868616,LRRC20,,,
-0.93347,-1.02966,0.229749,0.432684,-1.52964,-0.406951,MUS81,,,
-1.22783,NaN,0.411196,NaN,0.486963,-1.59082,TMEM217,,,
0.0602651,0.361512,0.602582,0.205928,0.364798,0.448507,CFL1,,,
1.64749,0.0237787,0.159657,2.72292,0.638118,0.524662,DKFZp686H13261,,,
0.614895,-0.496228,-0.529304,-1.08444,1.0476,2.07115,NAA16,,,
1.22161,0.825099,0.783854,-0.133763,0.443238,-0.0364537,FAM192A,,,
NaN,1.91298,1.30428,-0.929461,NaN,-1.90533,CBWD1,,,
0.134705,1.9182,0.052742,0.770616,-0.281711,0.932746,DCP2,,,
0.773803,1.45454,0.854803,1.68761,0.818691,0.230215,RARG,,,
-1.43948,-0.614623,-1.20024,-0.313917,0.180633,-0.15341,SSH3,,,
-0.696962,0.542675,1.24742,-1.87798,-0.313007,0.51851,CES2,,,
0.5571,1.3932,0.188803,0.263488,-0.013515,-1.19416,PDP2,,,
-0.00257248,0.385377,0.927987,-0.377217,0.153226,0.352896,SP3,,,
0.290355,0.0987303,0.626924,-1.79225,0.202039,0.0772028,DMXL1,,,
0.182905,NaN,0.259193,NaN,NaN,-0.212303,METAP1D,,,
0.63688,1.65726,0.119641,-0.0983081,0.768562,0.883912,ZNF621,,,
-3.28251,NaN,NaN,NaN,0.133327,NaN,EGFL7,,,
-1.30078,0.448772,0.0974417,0.217593,0.0499105,-1.14911,NADSYN1,,,
-2.38212,-3.80171,-0.720049,-0.503661,NaN,-1.17578,DHCR7,,,
NaN,NaN,-0.23266,NaN,NaN,NaN,AQPEP,,,
NaN,1.97579,0.430305,-0.680045,-0.292438,1.21925,NBEA,,,
-0.206425,0.782319,-0.376396,0.0391955,0.979917,0.302269,RNASEH2C,,,
-1.2181,0.230867,NaN,0.255414,-0.00417709,-1.97784,MYEOV,,,
-1.86554,0.114963,-0.754613,1.16068,-0.185356,2.31821,ANKRD13D,,,
NaN,-1.74015,NaN,-0.839323,NaN,-1.63288,MRGPRF,,,
0.0210975,NaN,-0.472611,2.06443,-1.81421,-2.93477,MYD88,,,
0.929497,-0.9694,0.0196452,-0.0739436,-0.548839,-0.413937,OXSR1,,,
1.35892,-2.00754,-0.765754,-0.334759,-0.0158167,-0.112768,PHF8,,,
0.302808,-1.0902,-1.59523,-0.302436,-4.86667,NaN,LCLAT1,,,
-1.19809,-0.101963,-0.242285,-0.36771,0.21479,-1.27319,KAT5,,,
-2.15593,NaN,0.0303741,NaN,0.463475,-1.63454,SH3RF3,,,
0.89429,1.10323,-1.25866,-1.6099,2.97463,0.0473404,GXYLT2,,,
-0.733562,1.80417,1.0501,1.0411,1.46195,-2.82111,DCAKD,,,
NaN,NaN,-2.06274,NaN,NaN,NaN,ARPP21,,,
-1.21144,-0.260986,-0.714335,NaN,-1.43653,-0.138303,TADA2B,,,
-0.0355,-0.970767,NaN,NaN,NaN,NaN,CCDC96,,,
-2.61022,1.1997,0.11818,0.961788,0.889401,0.326018,ADRBK1,,,
-1.46165,0.213301,-0.107321,0.907367,0.754294,-0.662965,RELA,,,
NaN,-1.56571,NaN,NaN,NaN,NaN,EVC2,,,
NaN,NaN,NaN,1.11944,-0.188601,NaN,ZNF680,,,
0.020605,2.37027,1.01818,2.80865,-0.649082,-0.00585294,HECTD4,,,
-0.557802,-0.908031,0.469872,-0.184837,-0.703175,-1.84457,FAM222B,,,
NaN,-0.470233,0.388828,-0.405351,0.829546,0.615308,BNC2,,,
-1.34008,NaN,-0.165305,NaN,NaN,NaN,HPSE,,,
-0.104133,0.175623,-1.2827,-1.04379,0.111953,0.122563,COQ2,,,
NaN,NaN,1.67423,NaN,NaN,NaN,HSPA6,,,
0.437495,-0.0074451,-0.315077,0.547141,1.23212,0.235156,TRMT112,,,
NaN,NaN,NaN,NaN,NaN,-1.54245,LRRN3,,,
-0.89362,-0.538978,-0.819651,-0.0103259,0.568263,-0.175106,KDM2A,,,
-0.549167,2.70731,-0.264369,1.81087,-0.451636,NaN,ADCK5,,,
1.22586,0.216319,0.259193,0.644034,0.0478573,-0.0603008,MRPL57,,,
0.79426,0.372886,-0.564342,-1.62209,-0.306135,-1.00585,NOC3L,,,
-1.55071,-0.445398,-0.349617,1.3438,-0.30436,0.270561,ESRRA,,,
-0.458825,NaN,0.893543,NaN,3.05389,NaN,RHOD,,,
1.56598,0.365689,0.750852,0.346199,0.0273929,0.752931,COMMD1,,,
NaN,-0.146474,0.821787,1.64939,0.483269,0.625692,RAPH1,,,
1.29968,-0.515087,0.798857,-0.335974,-0.584435,0.246507,PARP14,,,
1.43643,-0.201607,-0.536577,-0.0338101,0.698849,0.855649,CKS1B,,,
-0.96886,-3.75213,-2.06274,NaN,NaN,1.47736,AHSA2,,,
-0.0668825,0.928409,1.12897,0.757802,0.290336,1.41602,ABLIM3,,,
NaN,NaN,-0.548162,NaN,NaN,NaN,MAB21L3,,,
NaN,2.12234,-2.6477,NaN,NaN,NaN,NAGLT1,,,
-0.974573,-2.90413,-1.2486,-0.86786,-0.879498,-0.212304,VANGL1,,,
2.34313,0.00103641,0.350882,-0.127504,0.319739,-0.57896,GLRX,,,
0.690965,-0.962546,0.119641,0.734992,-0.644281,0.0454941,IQCB1,,,
-0.658052,NaN,NaN,NaN,-1.83015,NaN,SYT12,,,
0.78546,0.828659,0.471079,0.364898,0.0844927,0.989664,GOLGB1,,,
NaN,NaN,-0.32577,NaN,NaN,NaN,ZNF483,,,
-1.72243,3.91676,0.352302,-0.19135,NaN,4.31608,GPR137,,,
1.16005,1.01997,-0.203629,-0.506741,1.27931,-0.138732,MZT2A,,,
-1.11602,0.787795,1.19577,-0.157367,-0.527585,0.950426,TNKS,,,
NaN,-3.10005,1.4112,1.08549,NaN,NaN,ZNF449,,,
-0.071035,-1.02966,1.34165,-0.415641,-2.14961,NaN,ZBTB21,,,
-0.25935,-0.71896,0.0419617,0.146475,-0.0107751,0.54194,PPP1R3B,,,
NaN,NaN,NaN,2.0151,NaN,NaN,STOX2,,,
-2.10811,0.0437329,0.139453,0.257581,-0.14998,-0.077076,MAP3K11,,,
0.262177,-1.76253,-1.11103,-0.682867,-2.30408,-0.0806069,TRIB1,,,
NaN,NaN,1.15966,NaN,-0.692644,-2.68045,SFT2D3,,,
-1.77947,-3.43954,-0.737196,-2.78587,-2.23151,-3.19676,DAG1,,,
0.90044,-0.791148,-0.0742311,-0.303208,-0.465311,-2.64526,ARV1,,,
0.88323,0.181236,0.0750537,-1.06189,-0.508911,0.624197,NAA20,,,
1.78584,0.4892,0.967313,-0.680046,-0.0514135,0.264971,MINOS1,,,
-0.63796,0.398467,1.19506,0.0298972,-1.14421,0.747055,EHBP1L1,,,
NaN,NaN,2.25919,0.693172,NaN,-0.645263,THAP2,,,
-1.50226,-1.72268,-0.351305,-1.98367,-0.296358,-0.844572,RNF26,,,
0.842215,1.12823,0.326721,0.0885186,1.154,1.03956,PPP1R14B,,,
-0.46743,-1.33709,1.49137,1.05307,0.853219,-2.28269,SSSCA1,,,
-2.06124,0.233591,-0.471927,-0.33885,0.566836,0.974603,SMARCC1,,,
NaN,0.385377,0.67423,NaN,NaN,NaN,ZNF417,,,
-0.267353,-2.72268,0.826233,-1.84246,0.237163,-1.82326,PTPRM,,,
0.363875,-0.425063,-0.456382,-0.503305,-0.399708,-0.137377,FKBP2,,,
-0.901175,0.566824,1.52223,1.91184,0.674372,0.524662,VEGFB,,,
0.30039,0.164163,0.46778,-0.260732,1.39847,0.955153,PEAK1,,,
0.238418,-3.91888,NaN,NaN,-2.83897,-1.72782,TNFRSF10D,,,
-0.2258,NaN,NaN,-0.75934,NaN,NaN,TNFRSF10C,,,
-0.988385,0.955233,-0.186793,-1.1813,-0.0781775,1.76567,GMPPB,,,
1.01107,1.06094,0.188803,-0.657902,-0.585492,0.674687,MOB1B,,,
0.096055,-0.142948,0.16961,1.47499,-0.423067,-1.65193,ZNF622,,,
-2.74974,-0.0206153,-1.02621,-2.23867,-2.00963,-1.35604,CSPG4,,,
-1.3329,-0.148305,0.641063,NaN,1.21822,-0.288252,SNX33,,,
0.779303,-0.748924,-0.676746,-0.475225,-0.814206,0.451669,NABP1,,,
-0.0255175,0.369435,0.681572,0.215959,0.819865,0.707526,CHD2,,,
-0.494992,1.29227,0.273692,NaN,1.41873,3.37266,CCDC106,,,
NaN,0.176791,-0.126461,1.89284,0.133327,NaN,CEP83,,,
0.875215,-0.395056,0.985432,-0.214497,-0.78007,-0.0285921,NUDT4,,,
-1.06845,NaN,-0.94048,NaN,NaN,-3.34981,PC,,,
-0.150785,NaN,-3.84933,-0.940046,-1.74114,0.595051,C9orf126,,,
1.24975,-1.87766,-0.24004,-1.67635,1.04022,-0.908298,NMNAT1,,,
-2.25373,-2.84289,-0.55926,-1.58039,0.173073,-1.28673,LRFN4,,,
NaN,-2.25793,-1.48723,NaN,NaN,NaN,SLC19A1,,,
NaN,NaN,NaN,2.40099,-0.890521,NaN,DKFZp779D0968,,,
-1.09213,NaN,-1.32577,NaN,-0.930804,NaN,RCE1,,,
1.57595,0.645749,0.285429,0.814357,0.765927,0.287403,UQCRH,,,
1.60648,-0.256374,0.281912,-1.53711,-0.254716,-0.75135,EIF1AX,,,
NaN,-1.29269,-0.0627356,1.42391,-2.13969,-0.65591,CXorf23,,,
0.41028,0.608636,-0.359429,-0.422604,0.246839,0.733839,PSMD1,,,
NaN,NaN,1.25919,NaN,NaN,NaN,GPR64,,,
NaN,NaN,-1.16096,NaN,NaN,NaN,MUC13,,,
-0.634135,-1.75055,-1.2622,-4.39365,-1.45822,-0.606583,HEG1,,,
1.60789,-0.45652,0.405261,-0.438294,-0.110465,-0.998334,TOMM20,,,
1.00666,-0.144303,-0.13587,0.709851,0.165135,0.136932,AGFG1,,,
0.140193,-1.19959,NaN,-3.38212,-0.203708,-0.379761,STAT5B,,,
-0.315775,0.0747616,0.0995359,-0.111532,-0.185798,0.106994,CNP,,,
-1.32137,NaN,0.791687,NaN,0.0445166,-0.31664,JUP,,,
1.3081,0.431913,0.686282,0.702327,0.146871,-0.0524545,EIF1,,,
-1.43301,0.765021,-1.05159,-1.94951,0.384135,-1.62373,ENDOV,,,
0.594298,1.45533,0.526673,0.732534,0.350744,-0.440573,RNF213,,,
NaN,NaN,-0.910733,NaN,NaN,NaN,TIGD3,,,
-0.636467,-1.32746,-0.227206,-1.49947,-0.88789,-1.45241,PLK3,,,
1.32062,1.46456,1.43823,2.71603,2.11799,3.50316,NET1,,,
0.98545,-3.5781,-1.47633,-3.79541,-2.65809,NaN,DPY19L1,,,
0.62531,-1.04229,-1.07523,-0.565563,-0.713629,-0.890376,ZNF791,,,
0.760393,0.455118,-0.269917,-0.0844359,-0.0365987,-0.00948668,PHC3,,,
NaN,NaN,NaN,2.43341,NaN,NaN,GPR160,,,
-0.871945,NaN,-0.872513,0.0530682,-0.281711,-1.2123,CBX2,,,
-1.70403,NaN,-1.23831,2.85416,1.02641,NaN,SPTBN2,,,
-0.0428275,-1.17534,-0.942441,-1.33135,-2.60166,-1.16153,GOLIM4,,,
0.60257,-0.0862439,-0.214738,1.05574,-1.0366,-1.09797,RBM4B,,,
2.16207,0.335336,0.916533,0.736001,0.368556,1.64496,USMG5,,,
NaN,-1.64062,NaN,-0.684585,NaN,NaN,HOXB2,,,
-1.38774,-1.23892,0.111636,-0.133345,NaN,-1.80791,C1QTNF1,,,
-0.520722,-0.292695,-0.472611,0.313827,0.214246,-1.79727,Mar-03,,,
-0.00718987,2.79477,1.12489,2.18858,NaN,3.69459,SWSAP1,,,
-0.973835,-1.84524,-0.288295,1.26134,-0.281711,1.92015,RBM4,,,
-0.93234,-2.20598,-1.54494,-1.50893,-0.173335,-1.39673,XXYLT1,,,
1.19719,-0.167164,-0.0262094,0.673077,0.23008,0.389007,UBXN2A,,,
-1.31043,1.13052,1.11623,-1.4603,0.0615358,-0.294766,CCS,,,
0.520085,-0.0368559,-1.13312,0.103191,0.963401,NaN,CEP19,,,
-0.445095,0.555302,0.250422,0.630588,1.95533,-0.212304,KLHL15,,,
0.634985,0.354732,-0.277347,-1.39407,-0.334823,-1.86766,FBXO45,,,
NaN,1.53067,1.70678,0.0599542,0.581978,0.312716,GNG5,,,
0.31683,-1.29269,-0.724319,NaN,NaN,-0.0372171,SLC25A30,,,
-0.77085,-3.99313,-0.32577,-1.90787,-2.41316,NaN,CTSF,,,
1.38521,0.0185068,-0.292087,0.0886288,0.0908022,-0.971715,MSRB3,,,
-1.21409,-0.984572,-2.80258,-1.82766,-1.90415,-0.525091,LEMD3,,,
-0.836007,-0.0296605,-0.491107,-0.0844355,-0.188601,0.159665,C16orf91,,,
NaN,-4.38016,NaN,NaN,NaN,NaN,TLR1,,,
NaN,-1.37758,1.67423,NaN,NaN,NaN,TLR6,,,
-0.860752,-0.790194,-0.139115,-0.373942,-0.301076,-2.99191,FAM174A,,,
0.11904,-3.0921,-0.793919,-0.789865,-0.467846,-0.89281,RGMB,,,
-1.48546,NaN,-3.4957,-2.49947,NaN,1.74705,FAM53A,,,
0.175845,-0.828748,NaN,1.04987,NaN,0.0990553,CYB561D1,,,
-2.03186,-1.43405,-0.873258,-1.4117,-1.36548,-0.0748005,ZDHHC24,,,
1.06582,-0.985266,-0.458561,-1.23932,-1.32105,-1.58598,TRMT10C,,,
-0.652315,1.4995,-0.028008,0.69667,0.660573,-0.101272,CTU2,,,
1.06567,0.52022,-1.26767,-1.19991,NaN,-1.54573,MGA,,,
NaN,4.51466,0.777324,NaN,0.847023,NaN,C12orf66,,,
-1.27175,-3.40817,-0.523709,NaN,1.24024,-0.413938,PIGG,,,
-0.33821,0.926474,1.2706,0.29771,-0.0249357,-0.31664,PRPF8,,,
-1.27765,-2.72565,-0.83273,NaN,-2.88976,-0.402275,ADCY6,,,
NaN,NaN,0.854802,NaN,NaN,NaN,REP15,,,
0.564908,-0.0848253,0.185083,0.828214,0.365302,-0.00470877,PITPNA,,,
-0.262697,-0.0255024,0.21201,0.224893,-0.478108,1.09921,DDX23,,,
-0.373367,1.08582,0.0999942,-3.58694,-0.504103,1.25164,ZNHIT2,,,
-2.47799,0.410913,-0.0954723,-0.573898,0.770263,0.462857,ZBTB4,,,
0.0143876,-0.561343,0.330928,-0.00643301,-0.0186768,-0.873097,ZHX3,,,
-1.57848,0.102388,3.04769,0.706224,0.0649681,0.187758,PHLDA3,,,
NaN,2.87723,1.48159,NaN,0.133327,NaN,GLIS1,,,
NaN,1.02923,NaN,NaN,NaN,NaN,CHRNA9,,,
NaN,NaN,NaN,0.895665,NaN,NaN,STAG3L3,,,
NaN,NaN,NaN,NaN,NaN,1.52466,C11orf45,,,
0.154057,0.68131,-0.463274,-1.18979,2.71829,NaN,EXO1,,,
NaN,-1.16716,0.368127,NaN,0.439988,NaN,RALGAPA1,,,
